100000,0.0770974018380088
200000,0.0770974316055082
300000,0.07709744151035137
400000,0.0770974464594663
500000,0.07709744942787676
600000,0.07709745140637313
700000,0.0770974528193621
800000,0.07709745387899457
900000,0.07709745470308207
1000000,0.07709745536230021
1100000,0.07709745590163589
1200000,0.07709745635106757
1300000,0.0770974567313325
1400000,0.07709745705726974
1500000,0.0770974573397449
1600000,0.07709745758690398
1700000,0.07709745780497637
1800000,0.07709745799881292
1900000,0.07709745817224166
2000000,0.07709745832832589
2100000,0.0770974584695502
2200000,0.07709745859793456
2300000,0.0770974587151418
2400000,0.07709745882259246
2500000,0.07709745892143889
2600000,0.07709745901268668
2700000,0.07709745909717071
2800000,0.0770974591756277
2900000,0.07709745924865526
3000000,0.0770974593168227
3100000,0.07709745938060579
3200000,0.07709745944038889
3300000,0.07709745949653911
3400000,0.07709745954940628
3500000,0.07709745959923879
3600000,0.07709745964632218
3700000,0.07709745969083158
3800000,0.07709745973299993
3900000,0.07709745977303396
4000000,0.07709745981104611
4100000,0.07709745984721109
4200000,0.07709745988164214
4300000,0.07709745991448509
4400000,0.07709745994582778
4500000,0.07709745997579702
4600000,0.0770974600044434
4700000,0.07709746003185851
4800000,0.0770974600581396
4900000,0.07709746008336818
5000000,0.07709746010756016
5100000,0.07709746013082146
5200000,0.07709746015319134
5300000,0.07709746017469594
5400000,0.0770974601954088
5500000,0.07709746021538418
5600000,0.07709746023464416
5700000,0.07709746025321682
5800000,0.07709746027115501
5900000,0.0770974602884937
6000000,0.07709746030525032
6100000,0.07709746032144459
6200000,0.0770974603371081
6300000,0.07709746035231298
6400000,0.07709746036701261
6500000,0.07709746038127625
6600000,0.07709746039509535
6700000,0.07709746040849857
6800000,0.07709746042151747
6900000,0.07709746043415568
7000000,0.07709746044642203
7100000,0.07709746045837537
7200000,0.0770974604699565
7300000,0.07709746048123862
7400000,0.0770974604922121
7500000,0.07709746050291606
7600000,0.07709746051333403
7700000,0.07709746052344481
7800000,0.07709746053332144
7900000,0.07709746054295043
8000000,0.07709746055233367
8100000,0.07709746056147579
8200000,0.07709746057040631
8300000,0.07709746057913108
8400000,0.0770974605876225
8500000,0.07709746059592232
8600000,0.0770974606040461
8700000,0.07709746061198151
8800000,0.0770974606197131
8900000,0.077097460627285
9000000,0.0770974606346972
9100000,0.0770974606419311
9200000,0.07709746064901919
9300000,0.07709746065591673
9400000,0.07709746066272961
9500000,0.0770974606693621
9600000,0.07709746067586672
9700000,0.07709746068225508
9800000,0.07709746068849523
9900000,0.07709746069460811
